,lambda1_share,lambda1_share_roc,n_significant_mp,regime_prob_stress
2024-10-18,0.12896299992152035,-0.0005380625961276808,0.0,1.3830167014037586e-05
2024-10-21,0.1272358761381919,-0.0032929614132339857,0.0,1.101552337360582e-05
2024-10-22,0.12159455104097955,-0.00614594527241949,0.0,6.858740385375229e-06
2024-10-23,0.12416880139539001,-0.005995393221521747,0.0,8.063052838852865e-06
2024-10-24,0.12513250226602596,-0.004765513890417378,0.0,8.772673657431277e-06
2024-10-25,0.12025924616047518,-0.00870375376104518,0.0,6.5017859475564855e-06
2024-10-28,0.12192088899555564,-0.005314987142636257,0.0,6.94879550338696e-06
2024-10-29,0.12534966075936,0.003755109718380445,0.0,8.947159749848562e-06
2024-10-30,0.12613247274770314,0.001963671352313137,0.0,9.694067907520751e-06
2024-10-31,0.12598399528351567,0.0008514930174897128,0.0,9.54941758860793e-06
2024-11-01,0.11306602141222842,-0.007193224748246754,0.0,7.291815846946726e-06
2024-11-04,0.11071259331979157,-0.011208295675764077,0.0,8.729645174749904e-06
2024-11-05,0.11038489298502885,-0.014964767774331145,0.0,9.012700115849165e-06
2024-11-06,0.11284869344311471,-0.013283779304588433,0.0,7.3902843241660435e-06
2024-11-07,0.11113205413009543,-0.014851941153420242,0.0,8.408401521008924e-06
2024-11-08,0.11309950248170313,3.348106947470564e-05,0.0,7.27100534684572e-06
2024-11-11,0.1193626349695082,0.008650041649716639,0.0,6.3536770348174335e-06
2024-11-12,0.1169293176932871,0.006544424708258251,0.0,6.300827404813878e-06
2024-11-13,0.11898795145052207,0.006139258007407361,0.0,6.310555654452108e-06
2024-11-14,0.11709017765175757,0.00595812352166214,0.0,6.289083429806775e-06
2024-11-15,0.11867410029428355,0.00557459781258042,0.0,6.286851920156055e-06
2024-11-18,0.11863340275064788,-0.000729232218860329,0.0,6.2843635929855436e-06
2024-11-19,0.11912645420114436,0.0021971365078572586,0.0,6.32349189614371e-06
2024-11-20,0.12058316257095984,0.00159521112043777,0.0,6.559208878049769e-06
2024-11-21,0.11896756003783225,0.001877382386074683,0.0,6.309902231731569e-06
2024-11-22,0.11850078086658182,-0.00017331942770172637,0.0,6.2773193438961545e-06
2024-11-25,0.11990391077069051,0.0012705080200426377,0.0,6.42628089491323e-06
2024-11-26,0.12486230508522546,0.005735850884081101,0.0,8.549655303698548e-06
2024-11-27,0.12589428112454912,0.005311118553589275,0.0,9.453934713215507e-06
2024-11-28,0.12414923766596574,0.005181677628133485,0.0,8.064843646007913e-06
2024-11-29,0.12136652256754171,0.0028657417009598923,0.0,6.773398252322643e-06
2024-12-02,0.12186124854818786,0.0019573377774973477,0.0,6.928894069356299e-06
2024-12-03,0.12339330966325858,-0.0014689954219668788,0.0,7.604884271150553e-06
2024-12-04,0.12572671453488038,-0.00016756658966873839,0.0,9.288356365247212e-06
2024-12-05,0.12545866358369906,0.0013094259177333228,0.0,9.056241326154453e-06
2024-12-06,0.12635612958053052,0.0049896070129888115,0.0,9.929866263792616e-06
2024-12-09,0.12766020675590675,0.005798958207718891,0.0,1.1572427200422434e-05
2024-12-10,0.1296939495107442,0.00630063984748562,0.0,1.5349943437088596e-05
2024-12-11,0.127326145827582,0.0015994312927016252,0.0,1.1147576096545141e-05
2024-12-12,0.12579218179785256,0.00033351821415350535,0.0,9.372818670810747e-06
2024-12-13,0.13199315754340157,0.00563702796287105,0.0,2.2457060490825895e-05
2024-12-16,0.13489355314880963,0.0072333463929028785,1.0,4.041808616392476e-05
2024-12-17,0.13487126230845922,0.005177312797715022,1.0,4.0716703426549025e-05
2024-12-18,0.1352690586258203,0.007942912798238305,1.0,4.445654194154631e-05
2024-12-19,0.13542046741351696,0.009628285615664395,1.0,4.6105882425531015e-05
2024-12-20,0.13797550741977835,0.005982349876376775,1.0,8.550173857742663e-05
2024-12-23,0.138143411498738,0.0032498583499283584,1.0,9.16681265499244e-05
2024-12-24,0.13835452204040757,0.0034832597319483516,1.0,9.725643914187791e-05
2024-12-25,0.13926425618579205,0.0039951975599717415,1.0,0.0001246040507612103
2024-12-26,0.1385802024192971,0.003159735005780151,1.0,0.00010544886609943777
2024-12-27,0.13913626894383477,0.0011607615240564195,1.0,0.00012096155201354102
2024-12-30,0.13815538994288018,1.197844414219107e-05,1.0,9.409386074642027e-05
2024-12-31,0.13839369099981597,3.916895940839216e-05,1.0,9.841846754709597e-05
2025-01-01,0.13998016311895267,0.0007159069331606205,1.0,0.00015224440637536893
2025-01-02,0.13653200210122757,-0.002048200318069543,1.0,6.400858521619365e-05
2025-01-03,0.1340359660168506,-0.005100302926984157,1.0,3.463902162027257e-05
2025-01-06,0.130323818770023,-0.007831571172857182,0.0,1.7198115436742722e-05
2025-01-07,0.1327937307010555,-0.005599960298760476,0.0,2.6204609404873605e-05
2025-01-08,0.12963283258434796,-0.01034733053460471,0.0,1.536241554446751e-05
2025-01-09,0.12856391288741145,-0.007968089213816115,0.0,1.3076757528759434e-05
2025-01-10,0.12724362104250042,-0.00679234497435019,0.0,1.1020036614834723e-05
2025-01-13,0.12545175597834593,-0.004872062791677068,0.0,9.061001647162656e-06
2025-01-14,0.12408028746186184,-0.008713443239193652,0.0,8.018423113323742e-06
2025-01-15,0.1189783976003022,-0.010654434984045766,0.0,6.317218229517934e-06
2025-01-16,0.12864169939010653,7.778650269507636e-05,0.0,1.3135021450426286e-05
2025-01-17,0.13090358341782793,0.003659962375327508,0.0,1.862883160687332e-05
2025-01-20,0.12667167692455147,0.0012199209462055438,0.0,1.035046250311732e-05
2025-01-21,0.12323759786836834,-0.000842689593493498,0.0,7.5408091073200785e-06
2025-01-22,0.12055613127195633,0.001577733671654133,0.0,6.558655241158756e-06
2025-01-23,0.12146934835837454,-0.0071723510317319855,0.0,6.797844741975746e-06
2025-01-24,0.12379178259872613,-0.007111800819101802,0.0,7.828890724163684e-06
2025-01-27,0.12388692754625343,-0.0027847493782980487,0.0,7.891519508700355e-06
2025-01-28,0.1285415467038065,0.005303948835438152,0.0,1.296982664305443e-05
2025-01-29,0.12676194451854514,0.006205813246588809,0.0,1.0416137759833417e-05
2025-01-30,0.12787494095938412,0.006405592601009577,0.0,1.1895511337140367e-05
2025-01-31,0.12603192322946233,0.002240140630736201,0.0,9.611764138116245e-06
2025-02-03,0.12501179437446178,0.0011248668282083513,0.0,8.685004315665635e-06
2025-02-04,0.1265417015403484,-0.0019998451634580805,0.0,1.0131565255271448e-05
2025-02-05,0.12449113526614528,-0.0022708092523998635,0.0,8.299220791533866e-06
2025-02-06,0.12500316094354572,-0.0028717800158384044,0.0,8.670299218353885e-06
2025-02-07,0.12690778710289566,0.0008758638734333302,0.0,1.0560464379903037e-05
2025-02-10,0.12720222833345787,0.0021904339589960964,0.0,1.0946570320227103e-05
2025-02-11,0.13036369360562147,0.003821992065273061,0.0,1.702961662276968e-05
2025-02-12,0.12846109038096173,0.003969955114816459,0.0,1.2909649762735883e-05
2025-02-13,0.12635890199098046,0.0013557410474347442,0.0,9.959299022249731e-06
2025-02-14,0.1297380450955363,0.002830257992640639,0.0,1.543576059537683e-05
2025-02-17,0.1276359197577605,0.00043369142430263463,0.0,1.15811703027726e-05
2025-02-18,0.12795245778041153,-0.0024112358252099397,0.0,1.2024296284302782e-05
2025-02-19,0.12683097873331542,-0.0016301116476463151,0.0,1.0491743635869308e-05
2025-02-20,0.1264126888449625,5.378685398205185e-05,0.0,1.000113364037279e-05
2025-02-21,0.12410538995571915,-0.005632655139817144,0.0,8.039659978851951e-06
2025-02-24,0.12453905869171272,-0.0030968610660477847,0.0,8.32103119434686e-06
2025-02-25,0.12341080409612146,-0.004541653684290076,0.0,7.621621804724735e-06
2025-02-26,0.12583967758004208,-0.0009913011532733385,0.0,9.395256298806748e-06
2025-02-27,0.12328233983870263,-0.003130349006259886,0.0,7.559074221482932e-06
2025-02-28,0.12052656195918335,-0.003578827996535805,0.0,6.552163516304722e-06
2025-03-03,0.12195543172053203,-0.002583626971180697,0.0,6.961494033670486e-06
2025-03-04,0.12147543392566426,-0.0019353701704571957,0.0,6.801638203750716e-06
2025-03-05,0.12020453994347038,-0.0056351376365716965,0.0,6.482302476765136e-06
2025-03-06,0.1194067794234599,-0.003875560415242729,0.0,6.355559197479192e-06
2025-03-07,0.12106437597834176,0.0005378140191584085,0.0,6.678932446250755e-06
2025-03-10,0.12013573295540418,-0.0018196987651278446,0.0,6.468763248115487e-06
2025-03-11,0.11802887601277783,-0.003446557912886436,0.0,6.264108601886513e-06
2025-03-12,0.11764169380481475,-0.002562846138655636,0.0,6.2652006138302195e-06
2025-03-13,0.11862405988176472,-0.000782719541695176,0.0,6.283719398272497e-06
2025-03-14,0.11562718954918906,-0.005437186429152696,0.0,6.473510132273032e-06
2025-03-17,0.11386851487789038,-0.006267218077513806,0.0,6.951649171422468e-06
2025-03-18,0.11344133116267775,-0.004587544850100073,0.0,7.117665142759893e-06
2025-03-19,0.1130008558432949,-0.004640837961519845,0.0,7.309254774511754e-06
2025-03-20,0.11268698496273633,-0.005937074919028396,0.0,7.460620481747187e-06
2025-03-21,0.10814792987566063,-0.0074792596735284295,0.0,1.153764882833251e-05
2025-03-24,0.10857070541433674,-0.0052978094635536405,0.0,1.0986475582669333e-05
2025-03-25,0.10962308594898697,-0.003818245213690785,0.0,9.751197225235128e-06
2025-03-26,0.11197741313299857,-0.001023442710296335,0.0,7.86187908895309e-06
2025-03-27,0.11157679765158897,-0.0011101873111473565,0.0,8.102711162010875e-06
2025-03-28,0.11194346076608348,0.003795530890422852,0.0,7.873278709238557e-06
2025-03-31,0.11222991833907019,0.0036592129247334515,0.0,7.705587264106314e-06
2025-04-01,0.11268983671880367,0.0030667507698167035,0.0,7.461242620456298e-06
2025-04-02,0.11223833896189887,0.0002609258289003047,0.0,7.69867694580114e-06
2025-04-03,0.11064943002502323,-0.0009273676265657421,0.0,8.78334957451497e-06
2025-04-04,0.11738383466596883,0.005440373899885345,0.0,6.284151411171452e-06
2025-04-07,0.116504186122305,0.004274267783234809,0.0,6.3412971188535505e-06
2025-04-08,0.11311448548381668,0.00042464876501301096,0.0,7.253929090845174e-06
2025-04-09,0.11474002265389974,0.002501683692000864,0.0,6.68127623821306e-06
2025-04-10,0.11130562701330943,0.0006561969882862007,0.0,8.28012898463311e-06
2025-04-11,0.11128329586962196,-0.006100538796346866,0.0,8.304996894679538e-06
2025-04-14,0.11088196284749274,-0.005622223274812252,0.0,8.601932961664888e-06
2025-04-15,0.10727753550289448,-0.005836949980922199,0.0,1.293843760494966e-05
2025-04-16,0.11210601891042421,-0.002634003743475527,0.0,7.803369951758721e-06
2025-04-17,0.11306992786694187,0.001764300853632439,0.0,7.281258838195716e-06
2025-04-18,0.11384139310774381,0.002558097238121851,0.0,6.965334139823435e-06
2025-04-21,0.11469600709275896,0.0038140442452662127,0.0,6.6919574587712854e-06
2025-04-22,0.1148094912955867,0.00753195579269221,0.0,6.660100439779661e-06
2025-04-23,0.11689121222771091,0.004785193317286704,0.0,6.305211768240937e-06
2025-04-24,0.1182010024842088,0.005131074617266931,0.0,6.266390275865051e-06
2025-04-25,0.11848785118800982,0.004646458080266008,0.0,6.276510004627466e-06
2025-04-28,0.11656167557437813,0.001865668481619176,0.0,6.334875262714945e-06
2025-04-29,0.11836349536966731,0.003554004074080616,0.0,6.271531753168257e-06
2025-04-30,0.11680680297987214,-8.44092478387709e-05,0.0,6.310690329717821e-06
2025-05-01,0.1186794091766093,0.0004784066924004987,0.0,6.287279208407537e-06
2025-05-02,0.11717387580829812,-0.0013139753797117015,0.0,6.283803265201373e-06
2025-05-05,0.11546897318993737,-0.001092702384440758,0.0,6.504488443804743e-06
2025-05-06,0.11607896450354246,-0.0022845308661248453,0.0,6.3981462254186715e-06
2025-05-07,0.11738147170810177,0.0005746687282296298,0.0,6.2738922369503095e-06
2025-05-08,0.1174678908986206,-0.0012115182779886963,0.0,6.270053897097229e-06
2025-05-09,0.11603465200127795,-0.0011392238070201677,0.0,6.403813950228527e-06
2025-05-12,0.11416981993949966,-0.0012991532504377096,0.0,6.847792822116408e-06
2025-05-13,0.1145572451503836,-0.001521719353158868,0.0,6.7305253238209315e-06
2025-05-14,0.11531220726281774,-0.002069264445284033,0.0,6.5394214446582326e-06
2025-05-15,0.11559179410168098,-0.0018760967969396192,0.0,6.481393714906462e-06
2025-05-16,0.11040541574793498,-0.005629236253342967,0.0,8.980928595824294e-06
2025-05-19,0.1085269155139775,-0.005642904425522163,0.0,1.1024889842195798e-05
2025-05-20,0.10788087957099053,-0.006676365579393065,0.0,1.1964675092361644e-05
2025-05-21,0.10722753629391543,-0.008084670968902308,0.0,1.3057414959166787e-05
2025-05-22,0.11671563451197366,0.0011238404102926758,0.0,6.348779318557523e-06
2025-05-23,0.11479288546869665,0.004387469720761664,0.0,6.662916540660078e-06
2025-05-26,0.12543592846410304,0.016909012950125535,0.0,9.01992690630965e-06
2025-05-27,0.12736802125222013,0.0194871416812296,0.0,1.1155543775503505e-05
2025-05-28,0.126881532680571,0.019653996386655576,0.0,1.0546581295688664e-05
2025-05-29,0.12497877976655225,0.008263145254578594,0.0,8.66451648535708e-06
2025-05-30,0.13014006918456217,0.01534718371586552,0.0,1.6410500426435242e-05
2025-06-02,0.12908925603261379,0.0036533275685107502,0.0,1.4086860643565509e-05
2025-06-03,0.1287884234942846,0.0014204022420644669,0.0,1.3477415284376996e-05
2025-06-04,0.12894438220173812,0.002062849521167115,0.0,1.3770799332013177e-05
2025-06-05,0.1295764741898899,0.004597694423337656,0.0,1.510355718020324e-05
2025-06-06,0.13452604904199533,0.004385979857433164,1.0,3.714892682369461e-05
2025-06-09,0.13575779921266934,0.006668543180055553,1.0,4.953069235998972e-05
2025-06-10,0.13564445211552034,0.0068560286212357435,1.0,4.86693918028253e-05
2025-06-11,0.13482560662033072,0.0058812244185925955,1.0,4.053924389092009e-05
2025-06-12,0.13624686974502973,0.006670395555139819,1.0,5.56190624920501e-05
2025-06-13,0.13746286095608073,0.002936811914085402,1.0,7.5528907780603e-05
2025-06-16,0.13882606331915545,0.0030682641064861127,1.0,0.00010906765301124204
2025-06-17,0.14151165170336308,0.005867199587842736,1.0,0.00024018796899928014
2025-06-18,0.14182886152807336,0.007003254907742645,1.0,0.000287011153236133
2025-06-19,0.14259075089785037,0.006343881152820641,1.0,0.00037416721758856745
2025-06-20,0.1416023137529684,0.004139452796887655,1.0,0.0002891936873120875
2025-06-23,0.1412384438419759,0.0024123805228204453,1.0,0.00024696315741602753
2025-06-24,0.14203131827334303,0.0005196665699799541,1.0,0.0003067336759185082
2025-06-25,0.1322300471068547,-0.009598814421218654,0.0,2.8266356407507545e-05
2025-06-26,0.13187715367171438,-0.01071359722613599,0.0,2.2279604396891586e-05
2025-06-27,0.13045171197434596,-0.011150601778622427,0.0,1.7407042572189952e-05
2025-06-30,0.13313439176246983,-0.008104052079506069,1.0,2.799289527964778e-05
2025-07-01,0.1334359536948189,-0.00859536457852414,1.0,2.9926676084297238e-05
2025-07-02,0.13208604997122245,-0.00014399713563226224,0.0,2.3163141063882633e-05
2025-07-03,0.13144567140553376,-0.00043148226618061614,0.0,2.057272902478431e-05
2025-07-04,0.12728435415765094,-0.0031673578166950267,0.0,1.1131318711968886e-05
2025-07-07,0.125079594002292,-0.00805479776017784,0.0,8.74835958249654e-06
2025-07-08,0.12415527804082063,-0.00928067565399826,0.0,8.0648225537391e-06
2025-07-09,0.12005465783513669,-0.012031392136085756,0.0,6.4601849029884155e-06
2025-07-10,0.12029915986844458,-0.011146511537089177,0.0,6.499317379187563e-06
2025-07-11,0.11963258806284044,-0.007651766094810497,0.0,6.385561267815292e-06
2025-07-14,0.11854811290311965,-0.006531481099172343,0.0,6.280034421636863e-06
2025-07-15,0.11722796209058758,-0.006927315950233048,0.0,6.280727818974585e-06
2025-07-16,0.12055968541618288,0.0005050275810461885,0.0,6.553734547851236e-06
2025-07-17,0.11803093215999175,-0.0022682277084528357,0.0,6.264498653944123e-06
2025-07-18,0.11756025388865894,-0.0020723341741814977,0.0,6.267153532250478e-06
2025-07-21,0.1175511634144672,-0.0009969494886524488,0.0,6.26741598884651e-06
2025-07-22,0.11626280623269608,-0.0009651558578915032,0.0,6.371065380217894e-06
2025-07-23,0.11798879317594624,-0.0025708922402366413,0.0,6.263330662935142e-06
2025-07-24,0.12101260723045643,0.002981675070464679,0.0,6.664587858304283e-06
2025-07-25,0.1182789556997148,0.0007187018110558635,0.0,6.270088738825997e-06
2025-07-28,0.11709934083343614,-0.0004518225810310611,0.0,6.288312532131537e-06
2025-07-29,0.1150200728991423,-0.0012427333335537777,0.0,6.604752664386785e-06
2025-07-30,0.11451966435340524,-0.0034691288225409955,0.0,6.7403103406026295e-06
2025-07-31,0.11472074313605522,-0.006291864094401203,0.0,6.684141303900856e-06
2025-08-01,0.11271014338368948,-0.005568812316025323,0.0,7.44587594645826e-06
2025-08-04,0.11406872594174351,-0.0030306148916926234,0.0,6.88642256093913e-06
2025-08-05,0.11422302298058382,-0.0007970499185584873,0.0,6.8327827104078e-06
2025-08-06,0.11352086231804037,-0.0009988020353648708,0.0,7.085055860138059e-06
2025-08-07,0.11436150095810399,-0.0003592421779512328,0.0,6.790054460255861e-06
2025-08-08,0.11430928787703694,0.001599144493347457,0.0,6.804900530601272e-06
2025-08-11,0.11777589689632088,0.0037071709545773712,0.0,6.265494234830277e-06
2025-08-12,0.11777802561186286,0.0035550026312790445,0.0,6.263134841911636e-06
2025-08-13,0.12057086256989494,0.007050000251854566,0.0,6.556162212260455e-06
2025-08-14,0.11171744978801482,-0.0026440511700891733,0.0,8.004541038682885e-06
2025-08-15,0.11256411550215764,-0.0017451723748792974,0.0,7.526543223440909e-06
2025-08-18,0.11004875895241202,-0.007727137943908863,0.0,9.308673250908195e-06
2025-08-19,0.1145593819982726,-0.003218643613590255,0.0,6.7413680300918495e-06
2025-08-20,0.11466475496888845,-0.005906107601006488,0.0,6.699564383007207e-06
2025-08-21,0.11204145189628938,0.0003240021082745598,0.0,7.807425263831318e-06
2025-08-22,0.11152563025443427,-0.0010384852477233752,0.0,8.136254384377508e-06
2025-08-25,0.11756048558818234,0.007511726635770322,0.0,6.275267185757839e-06
2025-08-26,0.11750024232630654,0.002940860328033937,0.0,6.268979984803968e-06
2025-08-27,0.12244052590999153,0.007775770941103086,0.0,7.148954722643387e-06
2025-08-28,0.11928546153221554,0.0072440096359261685,0.0,6.344178051948686e-06
2025-08-29,0.12174528780963298,0.010219657555198713,0.0,6.88669860929481e-06
2025-09-01,0.12055470382522457,0.002994218237042226,0.0,6.555369164411416e-06
2025-09-02,0.124403635634469,0.0069033933081624616,0.0,8.218067625984505e-06
2025-09-03,0.13118894602527378,0.008748420115282249,0.0,1.948164053513677e-05
2025-09-04,0.12596842719659215,0.006682965664376608,0.0,9.598457686903902e-06
2025-09-05,0.12549001898814338,0.003744731178510402,0.0,9.08584021092689e-06
2025-09-08,0.12718287127112857,0.0066281674459039985,0.0,1.0910208259334415e-05
2025-09-09,0.12250587014746636,-0.0018977654870026422,0.0,7.199490672904559e-06
2025-09-10,0.12128692114964806,-0.00990202487562572,0.0,6.745679106269829e-06
2025-09-11,0.12181491568536362,-0.00415351151122853,0.0,6.9125483809143145e-06
2025-09-12,0.1198146097076747,-0.005675409280468682,0.0,6.41467626900111e-06
2025-09-15,0.1202255042458347,-0.00695736702529387,0.0,6.4846070480644515e-06
2025-09-16,0.12202519384563962,-0.0004806763018267435,0.0,6.986718287953338e-06
2025-09-17,0.12671618415227764,0.005429263002629581,0.0,1.0319476755415397e-05
2025-09-18,0.12435380905462351,0.002538893369259887,0.0,8.205400657997909e-06
2025-09-19,0.12245852821555306,0.0026439185078783595,0.0,7.166068396661585e-06
2025-09-22,0.11843651656847827,-0.0017889876773564267,0.0,6.278088073040801e-06
2025-09-23,0.11903743546786161,-0.0029877583777780103,0.0,6.314922236712916e-06
2025-09-24,0.11662118202021082,-0.010095002132066822,0.0,6.3287206193820225e-06
2025-09-25,0.11618302761099877,-0.008170781443624736,0.0,6.38227937712049e-06
2025-09-26,0.11527401593033224,-0.007184512285220823,0.0,6.546202025191477e-06
2025-09-29,0.11249668081961069,-0.0059398357488675835,0.0,7.553974189264919e-06
2025-09-30,0.11217299771607148,-0.006864437751790131,0.0,7.736020573945537e-06
2025-10-01,0.11224153816978197,-0.004379643850428855,0.0,7.698350937687787e-06
2025-10-02,0.1128020130969585,-0.0033810145140402703,0.0,7.4060526046010806e-06
2025-10-03,0.11336816636712002,-0.001905849563212214,0.0,7.1500154977032075e-06
2025-10-06,0.11347418127895811,0.0009775004593474274,0.0,7.105324273586468e-06
2025-10-07,0.11447525873383789,0.0023022610177664132,0.0,6.755729848068487e-06
2025-10-08,0.11313319376462849,0.0008916555948465243,0.0,7.24769478485688e-06
2025-10-09,0.11431358644314248,0.0015115733461839725,0.0,6.805708200846827e-06
2025-10-10,0.11202941694756977,-0.0013387494195502558,0.0,7.815074005563896e-06
2025-10-13,0.10741223345546279,-0.006061947823495326,0.0,1.2697585121254163e-05
2025-10-14,0.10638519184332684,-0.008090066890511047,0.0,1.4728602146634751e-05
2025-10-15,0.10712124087563774,-0.006011952888990757,0.0,1.3275123990039718e-05
2025-10-16,0.10715781793665774,-0.007155768506484736,0.0,1.3195024897128689e-05
2025-10-17,0.10657030035218601,-0.005459116595383756,0.0,1.4339217074880265e-05
2025-10-20,0.10994735191592803,0.0025351184604652383,0.0,9.449207711599775e-06
2025-10-21,0.10941041584725063,0.003025224003923785,0.0,9.966302115174799e-06
2025-10-22,0.11688525557078917,0.009764014695151438,0.0,6.320126103097745e-06
2025-10-23,0.11821673111465025,0.011058913177992513,0.0,6.26684716363379e-06
2025-10-24,0.11551163679318267,0.008941336440996664,0.0,6.495838797699713e-06
2025-10-27,0.11241428608182187,0.0024669341658938443,0.0,7.597321334766096e-06
2025-10-28,0.11407100527010226,0.004660589422851635,0.0,6.886372414830821e-06
2025-10-29,0.11624643450869354,-0.0006388210620956319,0.0,6.375997671595537e-06
2025-10-30,0.12343223888281576,0.0052155077681655115,0.0,7.622948619867151e-06
2025-10-31,0.1244460250945943,0.008934388301411633,0.0,8.253392749675019e-06
2025-11-03,0.11935025116430865,0.0069359650824867836,0.0,6.356521737459835e-06
2025-11-04,0.11981911000652497,0.0057481047364227045,0.0,6.412918917258241e-06
2025-11-05,0.11697154576380164,0.0007251112551081018,0.0,6.2978474252977664e-06
2025-11-06,0.11750752976289583,-0.005924709119919935,0.0,6.268846360339192e-06
2025-11-07,0.12104160822019303,-0.003404416874401281,0.0,6.672378508528293e-06
2025-11-10,0.12049374222692917,0.0011434910626205164,0.0,6.540946414116411e-06
2025-11-11,0.11993864275312872,0.00011953274660375657,0.0,6.4332511451112646e-06
2025-11-12,0.12172961706372264,0.004758071299920993,0.0,6.881807710929437e-06
2025-11-13,0.12154126940940885,0.004033739646513018,0.0,6.8220395629005165e-06
2025-11-14,0.1215421490312049,0.0005005408110118764,0.0,6.822038021461164e-06
2025-11-17,0.11448622355147113,-0.00600751867545804,0.0,6.751157369817306e-06
2025-11-18,0.11408734475740687,-0.0058512979957218575,0.0,6.876831528844416e-06
2025-11-19,0.11540942938480989,-0.00632018767891275,0.0,6.519402484071301e-06
2025-11-20,0.11745308367945949,-0.004088185729949359,0.0,6.271641954858325e-06
2025-11-21,0.11790243120754029,-0.0036397178236646094,0.0,6.262575106551232e-06
2025-11-24,0.11813970836046105,0.0036534848089899152,0.0,6.264867064595544e-06
2025-11-25,0.11884606553094325,0.004758720773536382,0.0,6.298708568525794e-06
2025-11-26,0.11957861445368786,0.004169185068877979,0.0,6.3771299980545016e-06
2025-11-27,0.12441862904619962,0.006965545366740128,0.0,8.22735852564595e-06
2025-11-28,0.12224871456515306,0.004346283357612765,0.0,7.0807188562072855e-06
2025-12-01,0.12147532804572737,0.003335619685266328,0.0,6.802166196211676e-06
2025-12-02,0.12623015854015807,0.007384093009214818,0.0,9.78074720390489e-06
2025-12-03,0.1260392894563404,0.006460675002652544,0.0,9.605135087221134e-06
2025-12-04,0.12453305180512558,0.00011442275892596665,0.0,8.325775382767786e-06
2025-12-05,0.12161839222380283,-0.0006303223413502285,0.0,6.853783910438473e-06
2025-12-08,0.1210908939300258,-0.00038443411570157626,0.0,6.688468422748921e-06
2025-12-09,0.12479942679638374,-0.0014307317437743244,0.0,8.503499642548763e-06
2025-12-10,0.13929194604533313,0.013252656588992717,1.0,0.00011829811896896844
2025-12-11,0.14827224359146077,0.023739191786335184,1.0,0.0025085212644579166
2025-12-12,0.1540994782914811,0.03248108606767827,1.0,0.07149953222023199
2025-12-15,0.16027345956726213,0.039182565637236336,1.0,0.97171792663592
2025-12-16,0.16505560835858527,0.04025618156220152,1.0,0.999994689291786
2025-12-17,0.19102150944484442,0.05172956339951129,1.0,0.999999999999998
2025-12-18,0.19300818855193452,0.044735944960473756,1.0,0.9999999999999997
2025-12-19,0.19862025148983728,0.04452077319835618,1.0,1.0
2025-12-22,0.2162289114674651,0.05595545190020296,1.0,1.0
2025-12-23,0.2444844804815029,0.07942887212291763,1.0,1.0
2025-12-24,0.28622813722817886,0.09520662778333444,1.0,1.0
2025-12-25,0.3062421348683118,0.11323394631637729,1.0,1.0
2025-12-26,0.3082919353288669,0.10967168383902962,1.0,1.0
2025-12-29,0.31764474610146937,0.10141583463400428,1.0,1.0
2025-12-30,0.318611975151036,0.07412749466953311,1.0,1.0
2025-12-31,0.31772042710831244,0.031492289880133584,1.0,1.0
2026-01-01,0.32782843789415533,0.021586303025843523,1.0,1.0
2026-01-02,0.3307714167588885,0.022479481430021597,1.0,1.0
2026-01-05,0.33522432844091565,0.017579582339446287,1.0,1.0
2026-01-06,0.3495028097797126,0.03089083462867659,1.0,1.0
2026-01-07,0.35071519617067864,0.0329947690623662,1.0,1.0
2026-01-08,0.355745317300356,0.02791687940620069,1.0,1.0
2026-01-09,0.3764783290318324,0.045706912272943934,1.0,1.0
2026-01-12,0.3813516342963647,0.04612730585544905,1.0,1.0
2026-01-13,0.38196346051848,0.032460650738767416,1.0,1.0
2026-01-14,0.38375267072067176,0.03303747454999312,1.0,1.0
2026-01-15,0.38762751638013077,0.03188219907977474,1.0,1.0
2026-01-16,0.3896511581582291,0.013172829126396668,1.0,1.0
2026-01-19,0.4022972732306792,0.020945638934314503,1.0,1.0
2026-01-20,0.4037328210522058,0.0217693605337258,1.0,1.0
2026-01-21,0.4127541008400041,0.029001430119332317,1.0,1.0
2026-01-22,0.4345018932555445,0.04687437687541374,1.0,1.0
2026-01-23,0.439920984997749,0.050269826839519915,1.0,1.0
2026-01-26,0.44783313665798075,0.04553586342730154,1.0,1.0
2026-01-27,0.4720096513192935,0.0682768302670877,1.0,1.0
2026-01-28,0.4701404382642319,0.05738633742422783,1.0,1.0
2026-01-29,0.4748023688142163,0.04030047555867178,1.0,1.0
2026-01-30,0.48183827222510556,0.04191728722735655,1.0,1.0
2026-02-02,0.4905323526640162,0.042699216006035434,1.0,1.0
2026-02-03,0.49470054871111885,0.022690897391825338,1.0,1.0
2026-02-04,0.5000166862933935,0.029876248029161556,1.0,1.0
2026-02-05,0.5146681337696012,0.03986576495538491,1.0,1.0
2026-02-06,0.5159218605624751,0.034083588337369575,1.0,1.0
2026-02-09,0.5278106886832616,0.03727833601924546,1.0,1.0
2026-02-10,0.5414163180483114,0.046715769337192514,1.0,1.0
2026-02-11,0.5594727191129965,0.05945603281960299,1.0,1.0
2026-02-12,0.5615887803922149,0.04692064662261375,1.0,1.0
2026-02-13,0.5835648908053658,0.06764303024289064,1.0,1.0
2026-02-16,0.5921143524991775,0.0643036638159159,1.0,1.0
2026-02-17,0.6042584997319469,0.06284218168363553,1.0,1.0
2026-02-18,0.6182057332831026,0.058733014170106124,1.0,1.0
